B0009XLVG0,B001L1KH6Y,B003THML30,B004YWHTBS,B003WLC4VC,B003THQKXM,B003NZHOQ2,B005LXGGH2,B000G82L5I,B000FBQ5EY,B003THTKZC,B003UE2X2G,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
B001EQ4P2I,B004HOLD92,B001EQ4RBM,B004HOLD4W,B001EQ4QJK,B001KVPBS4,B004HOQE64,B001LNTY70,B004HOOZEW,B000ZSZ5S4,B004HOLD60,B004HOSGWE,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
B001EQ4P2I,B004HOLD92,B000H7ELTM,B001EQ4RBM,B007TGDXNO,B005W6DWHA,B004HOLD4W,B001EQ4QJK,B001KVPBS4,B004HOQE64,B003D4F1QS,B003D4IYSU,B003VTG7RC,B001LNTY70,B000LQLMVY,B004HOOZEW,B0047Z0PAO,B003D4MW38,B008J1HO4C,B000ZSZ5S4
B001EQ4P2I,B004SRH2B6,B004HOLD92,B0018KR8V0,B001EQ4RBM,B004HOLD4W,B004GW6O9E,B001EQ4QJK,B000A2BCJG,B001KVPBS4,B004HOQE64,B000EZSFX0,B000CNB4LE,B001LNTY70,B000P4XZF8,B004SRFYMK,B000IOC7RW,B000EZOP0C,B000ENUC3S,B000EUHGB2
B001EQ4P2I,B004HOLD92,B001VNGHMA,B001EQ4RBM,B004HOLD4W,B001EQ4QJK,B001KVPBS4,B004HOQE64,B001LNTY70,B004HOOZEW,B000ZSZ5S4,B004HOLD60,B004HOSGWE,NaN,NaN,NaN,NaN,NaN,NaN,NaN
B001EQ4P2I,B004HOLD92,B001EQ4RBM,B004HOLD4W,B001EQ4QJK,B001KVPBS4,B004HOQE64,B001LNTY70,B004HOOZEW,B000ZSZ5S4,B004HOLD60,B004HOSGWE,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
B001EQ4P2I,B004HOLD92,B001EQ4RBM,B004HOLD4W,B001EQ4QJK,B001KVPBS4,B004HOQE64,B001LNTY70,B003SBRO84,B004JLYHI2,B00155Z6V2,B004HOOZEW,B000ZSZ5S4,B004GN8NP6,B004HOLD60,B004HOSGWE,NaN,NaN,NaN,NaN
B001EQ4P2I,B001EQ4P2I,B001EQ4P2I,B004HOLD92,B004HOLD92,B004HOLD92,B001EQ4RBM,B001EQ4RBM,B001EQ4RBM,B004HOLD4W,B004HOLD4W,B004HOLD4W,B001EQ4QJK,B001EQ4QJK,B001EQ4QJK,B001KVPBS4,B001KVPBS4,B001KVPBS4,B004HOQE64,B004HOQE64
B001EQ4P2I,B004HOLD92,B001EQ4RBM,B004HOLD4W,B001EQ4QJK,B001KVPBS4,B004HOQE64,B0001ES9F8,B001LNTY70,B001GVIUSG,B004HOOZEW,B000ZSZ5S4,B000E4C2OE,B004HOLD60,B004HOSGWE,NaN,NaN,NaN,NaN,NaN
B001EQ4P2I,B004HOLD92,B001EQ4RBM,B004HOLD4W,B001EQ4QJK,B001KVPBS4,B004HOQE64,B001LNTY70,B004HOOZEW,B000ZSZ5S4,B004HOLD60,B004HOSGWE,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
B001EQ4P2I,B004HOLD92,B001EQ4RBM,B004HOLD4W,B001EQ4QJK,B001KVPBS4,B004HOQE64,B001LNTY70,B004HOOZEW,B000ZSZ5S4,B004HOLD60,B004HOSGWE,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
B001EQ4P2I,B004HOLD92,B001EQ4RBM,B004HOLD4W,B001EQ4QJK,B001KVPBS4,B004HOQE64,B001LNTY70,B004HOOZEW,B000ZSZ5S4,B004HOLD60,B004HOSGWE,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
B001EQ4P2I,B004HOLD92,B001EQ4RBM,B004HOLD4W,B001EQ4QJK,B001KVPBS4,B004HOQE64,B001LNTY70,B003C1OMJE,B004HOOZEW,B0005ZHPFI,B000ZSZ5S4,B004HOLD60,B004HOSGWE,NaN,NaN,NaN,NaN,NaN,NaN
B001EQ4P2I,B004HOLD92,B001EQ4RBM,B004HOLD4W,B001EQ4QJK,B001KVPBS4,B004HOQE64,B001LNTY70,B004HOOZEW,B000ZSZ5S4,B000ETVKEM,B002GOYT1O,B004HOLD60,B004HOSGWE,NaN,NaN,NaN,NaN,NaN,NaN
B001EQ4P2I,B004HOLD92,B001EQ4RBM,B004HOLD4W,B001EQ4QJK,B001KVPBS4,B004HOQE64,B001LNTY70,B004HOOZEW,B000ZSZ5S4,B004HOLD60,B004HOSGWE,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
B001EQ4P2I,B001EQ4P2I,B005SSM64W,B004HOLD92,B004HOLD92,B001EQ4RBM,B001EQ4RBM,B004HOLD4W,B004HOLD4W,B001EQ4QJK,B001EQ4QJK,B001KVPBS4,B001KVPBS4,B004HOQE64,B004HOQE64,B001LNTY70,B001LNTY70,B004HOOZEW,B004HOOZEW,B005SSM6TC
B001EQ4P2I,B004HOLD92,B001EQ4RBM,B004HOLD4W,B001EQ4QJK,B001KVPBS4,B004HOQE64,B001LNTY70,B004HOOZEW,B000ZSZ5S4,B004HOLD60,B004HOSGWE,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
B001EQ4P2I,B004HOLD92,B001EQ4RBM,B004HOLD4W,B001EQ4QJK,B001KVPBS4,B004HOQE64,B001LNTY70,B004HOOZEW,B000ZSZ5S4,B004HOLD60,B004HOSGWE,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
B001EQ4P2I,B004HOLD92,B001EQ4RBM,B004HOLD4W,B001EQ4QJK,B001KVPBS4,B004HOQE64,B001LNTY70,B004HOOZEW,B000ZSZ5S4,B004HOLD60,B004HOSGWE,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
B001EQ4P2I,B004HOLD92,B001EQ4RBM,B004HOLD4W,B001EQ4QJK,B001KVPBS4,B004HOQE64,B001LNTY70,B004HOOZEW,B000ZSZ5S4,B004HOLD60,B004HOSGWE,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
B001EQ4P2I,B004HOLD92,B001EQ4RBM,B004HOLD4W,B001EQ4QJK,B001KVPBS4,B004HOQE64,B001LNTY70,B004HOOZEW,B000ZSZ5S4,B004HOLD60,B004HOSGWE,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
B001EQ4P2I,B004HOLD92,B001EQ4RBM,B003ZTCINA,B004HOLD4W,B001EQ4QJK,B001KVPBS4,B004HOQE64,B001LNTY70,B004HOOZEW,B000ZSZ5S4,B004HOLD60,B004HOSGWE,NaN,NaN,NaN,NaN,NaN,NaN,NaN
B001EQ4P2I,B004HOLD92,B001EQ4RBM,B004HOLD4W,B001EQ4QJK,B001KVPBS4,B004HOQE64,B001LNTY70,B004HOOZEW,B000ZSZ5S4,B004HOLD60,B004HOSGWE,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
B001EQ4P2I,B004HOLD92,B001EQ4RBM,B004HOLD4W,B001EQ4QJK,B001KVPBS4,B004HOQE64,B001LNTY70,B000FL521G,B004HOOZEW,B001G7QYIS,B000ZSZ5S4,B004HOLD60,B004HOSGWE,NaN,NaN,NaN,NaN,NaN,NaN
B001EQ4P2I,B004HOLD92,B003QNJYXM,B001EQ4RBM,B004HOLD4W,B001EQ4QJK,B001KVPBS4,B004HOQE64,B001KQAR24,B001LNTY70,B000GAO92E,B001AS1A4Q,B004HOOZEW,B0012C7VLG,B005P0NLJ2,B000GAT6MM,B000ZSZ5S4,B0029ZAOW8,B003QNLUTI,B004HOLD60
B001EQ4P2I,B004HOLD92,B001EQ4RBM,B004HOLD4W,B001EQ4QJK,B001KVPBS4,B004HOQE64,B001LNTY70,B004HOOZEW,B000ZSZ5S4,B004HOLD60,B004HOSGWE,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
B001EQ4P2I,B004HOLD92,B001EQ4RBM,B004HOLD4W,B001EQ4QJK,B001KVPBS4,B004HOQE64,B001LNTY70,B004HOOZEW,B000ZSZ5S4,B004HOLD60,B004HOSGWE,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
B001EQ4P2I,B004HOLD92,B001EQ4RBM,B004HOLD4W,B001EQ4QJK,B001KVPBS4,B004HOQE64,B001LNTY70,B004HOOZEW,B000ZSZ5S4,B004HOLD60,B004HOSGWE,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
B001EQ4P2I,B004HOLD92,B001EQ4RBM,B004HOLD4W,B001EQ4QJK,B001KVPBS4,B004HOQE64,B001LNTY70,B004HOOZEW,B000ZSZ5S4,B004HOLD60,B004HOSGWE,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
B001EQ4P2I,B004HOLD92,B001EQ4RBM,B004HOLD4W,B001EQ4QJK,B001KVPBS4,B004HOQE64,B001LNTY70,B004HOOZEW,B000ZSZ5S4,B004HOLD60,B004HOSGWE,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
B001EQ4P2I,B004HOLD92,B001EQ4RBM,B004HOLD4W,B001EQ4QJK,B001KVPBS4,B004HOQE64,B001LNTY70,B004HOOZEW,B000ZSZ5S4,B001EO5Y6Q,B004HOLD60,B004HOSGWE,NaN,NaN,NaN,NaN,NaN,NaN,NaN
B001EQ4P2I,B000EHP62G,B000EHP62G,B004HOLD92,B004OV6X6Q,B001EQ4RBM,B004HOLD4W,B001EQ4QJK,B001KVPBS4,B004HOQE64,B003XPF9D2,B0013Z1R1W,B0014X5O1C,B001LNTY70,B000PSTGKW,B004HOOZEW,B000ZSZ5S4,B001EQ4DC0,B001OCKIBY,B004HOLD60
B001EQ4P2I,B004HOLD92,B001EQ4RBM,B004HOLD4W,B001EQ4QJK,B001KVPBS4,B004HOQE64,B000HHLNFM,B001LNTY70,B004HOOZEW,B000ZSZ5S4,B004HOLD60,B004HOSGWE,NaN,NaN,NaN,NaN,NaN,NaN,NaN
B001EQ4P2I,B004HOLD92,B001EQ4RBM,B004HOLD4W,B001EQ4QJK,B001KVPBS4,B004HOQE64,B001LNTY70,B004HOOZEW,B000ZSZ5S4,B004HOLD60,B004HOSGWE,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
B001EQ4P2I,B004HOLD92,B001EQ4RBM,B004HOLD4W,B001EQ4QJK,B001KVPBS4,B004HOQE64,B001LNTY70,B004HOOZEW,B000ZSZ5S4,B004HOLD60,B004HOSGWE,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
B001EQ4P2I,B004HOLD92,B001EQ4RBM,B004HOLD4W,B001EQ4QJK,B001KVPBS4,B004HOQE64,B001LNTY70,B004HOOZEW,B000ZSZ5S4,B004HOLD60,B004HOSGWE,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
B001EQ4P2I,B004HOLD92,B001EQ4RBM,B004HOLD4W,B001EQ4QJK,B001KVPBS4,B004HOQE64,B001LNTY70,B000G32YEG,B004HOOZEW,B000ZSZ5S4,B000VHFFO8,B004HOLD60,B004HOSGWE,NaN,NaN,NaN,NaN,NaN,NaN
B001EQ4P2I,B004HOLD92,B00535HCI0,B001EQ4RBM,B004HOLD4W,B001EQ4QJK,B001KVPBS4,B004HOQE64,B001LNTY70,B004HOOZEW,B00535HCMQ,B000ZSZ5S4,B004HOLD60,B004HOSGWE,NaN,NaN,NaN,NaN,NaN,NaN
B001EQ4P2I,B004HOLD92,B001EQ4RBM,B004HOLD4W,B001EQ4QJK,B000CQBZOW,B001KVPBS4,B000CQIDHE,B004HOQE64,B000CQC050,B000CQC04Q,B000CQID2Y,B000CQG87Q,B001LNTY70,B003CK0XC0,B004HOOZEW,B0012BUR8Q,B000CQG89Y,B000ZSZ5S4,B000CQC05K
B001EQ4P2I,B000CDZY8I,B004HOLD92,B001EQ4RBM,B004HOLD4W,B001EQ4QJK,B001KVPBS4,B004HOQE64,B001LNTY70,B004HOOZEW,B000ZSZ5S4,B004HOLD60,B004HOSGWE,NaN,NaN,NaN,NaN,NaN,NaN,NaN
B001EQ4P2I,B004HOLD92,B001EQ4RBM,B004HOLD4W,B001EQ4QJK,B001KVPBS4,B004HOQE64,B001LNTY70,B004HOOZEW,B000ZSZ5S4,B004HOLD60,B004HOSGWE,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
B001EQ4P2I,B004HOLD92,B001EQ4RBM,B004HOLD4W,B001EQ4QJK,B001KVPBS4,B004HOQE64,B001EO5RFE,B001LNTY70,B004HOOZEW,B000ZSZ5S4,B000EDDS6Q,B004HOLD60,B004HOSGWE,NaN,NaN,NaN,NaN,NaN,NaN
B001EQ4P2I,B004HOLD92,B001EQ4RBM,B004HOLD4W,B001EQ4QJK,B001KVPBS4,B004HOQE64,B001LNTY70,B004HOOZEW,B000ZSZ5S4,B004HOLD60,B004HOSGWE,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
B001EQ4P2I,B004HOLD92,B001EQ4RBM,B004HOLD4W,B001EQ4QJK,B001KVPBS4,B004HOQE64,B001LNTY70,B0014EUA4M,B004HOOZEW,B000ZSZ5S4,B004HOLD60,B004HOSGWE,NaN,NaN,NaN,NaN,NaN,NaN,NaN
B001EQ4P2I,B004HOLD92,B001EQ4RBM,B004HOLD4W,B001EQ4QJK,B001KVPBS4,B004HOQE64,B001LNTY70,B004HOOZEW,B000ZSZ5S4,B004HOLD60,B004HOSGWE,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
B001EQ4P2I,B004HOLD92,B001EQ4RBM,B004HOLD4W,B001EQ4QJK,B001KVPBS4,B004HOQE64,B001LNTY70,B004HOOZEW,B000ZSZ5S4,B004HOLD60,B004HOSGWE,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
B001EQ4P2I,B004HOLD92,B001EQ4RBM,B004HOLD4W,B001EQ4QJK,B001KVPBS4,B004HOQE64,B001LNTY70,B004HOOZEW,B000ZSZ5S4,B004HOLD60,B004HOSGWE,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
B001EQ4P2I,B004HOLD92,B001EQ4RBM,B004HOLD4W,B001EQ4QJK,B001KVPBS4,B004HOQE64,B001LNTY70,B004HOOZEW,B000ZSZ5S4,B004HOLD60,B004HOSGWE,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
B001EQ4P2I,B004HOLD92,B001EQ4RBM,B004HOLD4W,B001EQ4QJK,B001KVPBS4,B004HOQE64,B001LNTY70,B004HOOZEW,B000ZSZ5S4,B005BRHVD6,B004HOLD60,B004HOSGWE,NaN,NaN,NaN,NaN,NaN,NaN,NaN
B001EQ4P2I,B004HOLD92,B001EQ4RBM,B004HOLD4W,B001EQ4QJK,B001KVPBS4,B004HOQE64,B001LNTY70,B004HOOZEW,B000ZSZ5S4,B004HOLD60,B004HOSGWE,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
B001EQ4P2I,B004HOLD92,B001EQ4RBM,B004HOLD4W,B001EQ4QJK,B000SANUFY,B001KVPBS4,B004HOQE64,B001LNTY70,B004HOOZEW,B000ZSZ5S4,B00376ZEY6,B004HOLD60,B004HOSGWE,NaN,NaN,NaN,NaN,NaN,NaN
B001EQ4P2I,B004HOLD92,B001EQ4RBM,B004HOLD4W,B001EQ4QJK,B001KVPBS4,B004HOQE64,B001LNTY70,B004HOOZEW,B000ZSZ5S4,B004HOLD60,B004HOSGWE,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
B001EQ4P2I,B004HOLD92,B001EQ4RBM,B004HOLD4W,B001EQ4QJK,B001KVPBS4,B004HOQE64,B001LNTY70,B004HOOZEW,B000E4ARD2,B000ZSZ5S4,B004HOLD60,B000E4ARCS,B004HOSGWE,NaN,NaN,NaN,NaN,NaN,NaN
B001EQ4P2I,B004HOLD92,B001EQ4RBM,B004HOLD4W,B001EQ4QJK,B001KVPBS4,B004HOQE64,B001LNTY70,B004HOOZEW,B000ZSZ5S4,B004HOLD60,B004HOSGWE,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
B001EQ4P2I,B004HOLD92,B001EQ4RBM,B004HOLD4W,B001EQ4QJK,B001KVPBS4,B004HOQE64,B001LNTY70,B004HOOZEW,B000ZSZ5S4,B004HOLD60,B004HOSGWE,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
B001EQ4P2I,B004HOLD92,B001EQ4RBM,B004HOLD4W,B001EQ4QJK,B001KVPBS4,B004HOQE64,B001LNTY70,B003ISY6ZQ,B004HOOZEW,B000Y2G2W4,B000ZSZ5S4,B004HOLD60,B004HOSGWE,NaN,NaN,NaN,NaN,NaN,NaN
B001EQ4P2I,B004HOLD92,B001EQ4RBM,B004HOLD4W,B001EQ4QJK,B001KVPBS4,B004HOQE64,B001LNTY70,B004HOOZEW,B000ZSZ5S4,B004HOLD60,B004HOSGWE,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
B001EQ4P2I,B004HOLD92,B001EQ4RBM,B004HOLD4W,B001EQ4QJK,B001KVPBS4,B004HOQE64,B001LNTY70,B004HOOZEW,B000ZSZ5S4,B0009Z17GM,B000BHRB9A,B004HOLD60,B000BHRBAE,B004HOSGWE,NaN,NaN,NaN,NaN,NaN
B001EQ4P2I,B004HOLD92,B001EQ4RBM,B004HOLD4W,B001EQ4QJK,B001KVPBS4,B004HOQE64,B001LNTY70,B004HOOZEW,B000ZSZ5S4,B004HOLD60,B004HOSGWE,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
B001EQ4P2I,B004HOLD92,B001EQ4RBM,B004HOLD4W,B001EQ4QJK,B001KVPBS4,B004HOQE64,B001LNTY70,B004HOOZEW,B000ZSZ5S4,B004HOLD60,B004HOSGWE,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
B001EQ4P2I,B004HOLD92,B001EQ4RBM,B004HOLD4W,B001EQ4QJK,B001KVPBS4,B004HOQE64,B001LNTY70,B004HOOZEW,B000ZSZ5S4,B004HOLD60,B004HOSGWE,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
B001EQ4P2I,B004HOLD92,B001EQ4RBM,B004HOLD4W,B001EQ4QJK,B001KVPBS4,B004HOQE64,B001LNTY70,B004HOOZEW,B000ZSZ5S4,B004HOLD60,B004HOSGWE,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
B001EQ4P2I,B004HOLD92,B001EQ4RBM,B004HOLD4W,B001EQ4QJK,B001KVPBS4,B004HOQE64,B001LNTY70,B004HOOZEW,B000ZSZ5S4,B004HOLD60,B004HOSGWE,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
B001EQ4P2I,B004HOLD92,B001EQ4RBM,B004HOLD4W,B001EQ4QJK,B001KVPBS4,B004HOQE64,B001LNTY70,B004HOOZEW,B000ZSZ5S4,B004HOLD60,B004HOSGWE,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
B001EQ4P2I,B004HOLD92,B001EQ4RBM,B004HOLD4W,B001EQ4QJK,B001KVPBS4,B004HOQE64,B001LNTY70,B004HOOZEW,B000ZSZ5S4,B004HOLD60,B004HOSGWE,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
B001EQ4P2I,B004HOLD92,B001EQ4RBM,B004HOLD4W,B001EQ4QJK,B001KVPBS4,B004HOQE64,B001LNTY70,B004HOOZEW,B000ZSZ5S4,B004HOLD60,B004HOSGWE,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
B001EQ4P2I,B004HOLD92,B0048ZBYJ4,B001EQ4RBM,B004HOLD4W,B001EQ4QJK,B001KVPBS4,B004HOQE64,B001LNTY70,B004HOOZEW,B005BGRBM8,B000ZSZ5S4,B004HOLD60,B004HOSGWE,NaN,NaN,NaN,NaN,NaN,NaN
B001EQ4P2I,B004HOLD92,B001EQ4RBM,B004HOLD4W,B001EQ4QJK,B001KVPBS4,B004HOQE64,B001LNTY70,B004HOOZEW,B000ZSZ5S4,B004HOLD60,B004HOSGWE,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
B001EQ4P2I,B004HOLD92,B001EQ4RBM,B004HOLD4W,B001EQ4QJK,B001KVPBS4,B004HOQE64,B001LNTY70,B004HOOZEW,B000ZSZ5S4,B004HOLD60,B004HOSGWE,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
B001EQ4P2I,B004HOLD92,B001EQ4RBM,B004HOLD4W,B001EQ4QJK,B001KVPBS4,B004HOQE64,B001LNTY70,B004HOOZEW,B000ZSZ5S4,B004HOLD60,B004HOSGWE,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
B001EQ4P2I,B004HOLD92,B001EQ4RBM,B004HOLD4W,B001EQ4QJK,B001KVPBS4,B004HOQE64,B001LNTY70,B004HOOZEW,B000ZSZ5S4,B004HOLD60,B004HOSGWE,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
B001EQ4P2I,B004HOLD92,B001EQ4RBM,B004HOLD4W,B001EQ4QJK,B001KVPBS4,B004HOQE64,B000F9Z27C,B001LNTY70,B001E6K6B2,B000LQNK50,B004HOOZEW,B000ZSZ5S4,B002LV6LKY,B004HOLD60,B006W5WAL4,B004HOSGWE,NaN,NaN,NaN
B001EQ4P2I,B004HOLD92,B001EQ4RBM,B004HOLD4W,B001EQ4QJK,B001KVPBS4,B004HOQE64,B001LNTY70,B004HOOZEW,B000ZSZ5S4,B004HOLD60,B004HOSGWE,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
B001EQ4P2I,B004HOLD92,B001EQ4RBM,B004HOLD4W,B001EQ4QJK,B001KVPBS4,B004HOQE64,B001LNTY70,B004HOOZEW,B000ZSZ5S4,B004HOLD60,B004HOSGWE,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
B001EQ4P2I,B004HOLD92,B001EQ4RBM,B004HOLD4W,B001EQ4QJK,B001GVITBE,B001KVPBS4,B004HOQE64,B001LNTY70,B004HOOZEW,B000ZSZ5S4,B000H25W2C,B000GGOD24,B004HOLD60,B004HOSGWE,NaN,NaN,NaN,NaN,NaN
B001EQ4P2I,B004HOLD92,B001EQ4RBM,B004HOLD4W,B001EQ4QJK,B001KVPBS4,B004HOQE64,B001LNTY70,B004HOOZEW,B000ZSZ5S4,B004HOLD60,B001P3PR54,B004HOSGWE,NaN,NaN,NaN,NaN,NaN,NaN,NaN
B001EQ4P2I,B004HOLD92,B001EQ4RBM,B004HOLD4W,B001EQ4QJK,B001KVPBS4,B004HOQE64,B001LNTY70,B004HOOZEW,B000ZSZ5S4,B004HOLD60,B004HOSGWE,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
B001EQ4P2I,B004HOLD92,B001EQ4RBM,B004HOLD4W,B001EQ4QJK,B001KVPBS4,B004HOQE64,B001LNTY70,B004HOOZEW,B000ZSZ5S4,B004HOLD60,B000H9CQSI,B004HOSGWE,NaN,NaN,NaN,NaN,NaN,NaN,NaN
B001EQ4P2I,B004HOLD92,B001EQ4RBM,B004HOLD4W,B001EQ4QJK,B001KVPBS4,B004HOQE64,B001LNTY70,B004HOOZEW,B000ZSZ5S4,B004HOLD60,B004HOSGWE,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
B001EQ4P2I,B004HOLD92,B001EQ4RBM,B004HOLD4W,B001EQ4QJK,B001KVPBS4,B004HOQE64,B001LNTY70,B004HOOZEW,B000ZSZ5S4,B004HOLD60,B004HOSGWE,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
B001EQ4P2I,B004HOLD92,B001EQ4RBM,B004HOLD4W,B001EQ4QJK,B001KVPBS4,B004HOQE64,B001LNTY70,B004HOOZEW,B000ZSZ5S4,B004HOLD60,B004HOSGWE,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
B001EQ4P2I,B004HOLD92,B001EQ4RBM,B004HOLD4W,B001EQ4QJK,B001KVPBS4,B004HOQE64,B001LNTY70,B004HOOZEW,B000ZSZ5S4,B004HOLD60,B004HOSGWE,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
B001EQ4P2I,B004HOLD92,B001EQ4RBM,B004HOLD4W,B001EQ4QJK,B001KVPBS4,B004HOQE64,B001LNTY70,B004HOOZEW,B000ZSZ5S4,B004HOLD60,B004HOSGWE,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
B001EQ4P2I,B004HOLD92,B001EQ4RBM,B004HOLD4W,B001EQ4QJK,B001KVPBS4,B004HOQE64,B001LNTY70,B004HOOZEW,B000ZSZ5S4,B004HOLD60,B004HOSGWE,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
B001EQ4P2I,B004HOLD92,B001EQ4RBM,B004HOLD4W,B001EQ4QJK,B001KVPBS4,B004HOQE64,B003FSX1X2,B001LNTY70,B004HOOZEW,B000ZSZ5S4,B004HOLD60,B004HOSGWE,NaN,NaN,NaN,NaN,NaN,NaN,NaN
B001EQ4P2I,B004HOLD92,B001EQ4RBM,B004HOLD4W,B001EQ4QJK,B001KVPBS4,B004HOQE64,B001LNTY70,B004HOOZEW,B0040Q10TA,B000ZSZ5S4,B002AWXELI,B004HOLD60,B004HOSGWE,NaN,NaN,NaN,NaN,NaN,NaN
B001EQ4P2I,B004HOLD92,B001EQ4RBM,B004HOLD4W,B001EQ4QJK,B001KVPBS4,B004HOQE64,B001LNTY70,B004HOOZEW,B000ZSZ5S4,B004HOLD60,B004HOSGWE,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
B001EQ4P2I,B004HOLD92,B001EQ4RBM,B004HOLD4W,B001EQ4QJK,B001KVPBS4,B004HOQE64,B001LNTY70,B004HOOZEW,B000ZSZ5S4,B004HOLD60,B004HOSGWE,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
B001EQ4P2I,B004HOLD92,B001EQ4RBM,B004HOLD4W,B001EQ4QJK,B001KVPBS4,B004HOQE64,B001LNTY70,B004HOOZEW,B004VP6CRA,B000ZSZ5S4,B001IAQ8KC,B004HOLD60,B004HOSGWE,NaN,NaN,NaN,NaN,NaN,NaN
B001EQ4P2I,B004HOLD92,B001EQ4RBM,B004HOLD4W,B001EQ4QJK,B001KVPBS4,B004HOQE64,B001LNTY70,B004HOOZEW,B000ZSZ5S4,B004HOLD60,B004HOSGWE,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
B001EQ4P2I,B000IHNCQO,B004HOLD92,B000IHJEDE,B001EQ4RBM,B004HOLD4W,B001EQ4QJK,B001KVPBS4,B004HOQE64,B001LNTY70,B004HOOZEW,B000ZSZ5S4,B000EML7DS,B004HOLD60,B006CMVE7S,B004HOSGWE,NaN,NaN,NaN,NaN
B001EQ4P2I,B004HOLD92,B001EQ4RBM,B004HOLD4W,B001EQ4QJK,B001KVPBS4,B004HOQE64,B002OFUBJO,B0014C5N5A,B001SIY414,B001SIY5NQ,B001SIY3EC,B002OFZMPW,B001LNTY70,B001SITYJ6,B002OFZM8O,B002OG1NUO,B004HOOZEW,B001SIRU42,B001SITWC0
B001EQ4P2I,B004HOLD92,B001EQ4RBM,B004HOLD4W,B001EQ4QJK,B001KVPBS4,B004HOQE64,B001LNTY70,B004HOOZEW,B000ZSZ5S4,B004HOLD60,B004HOSGWE,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
B001EQ4P2I,B004HOLD92,B001EQ4RBM,B004HOLD4W,B001EQ4QJK,B001KVPBS4,B004HOQE64,B001LNTY70,B004HOOZEW,B000ZSZ5S4,B000LO25RG,B008YJ2322,B004HOLD60,B004HOSGWE,NaN,NaN,NaN,NaN,NaN,NaN
B001EQ4P2I,B004HOLD92,B001EQ4RBM,B004HOLD4W,B001EQ4QJK,B001KVPBS4,B004HOQE64,B001LNTY70,B004HOOZEW,B000ZSZ5S4,B004HOLD60,B004HOSGWE,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
